,DOY,green relative Year2015.C87,green relative Year2017
98,100,NA,0.371911853
99,101,0.346132997,0.370328884
100,102,NA,0.368691812
101,103,NA,0.372799207
102,104,0.344793469,0.370457024
103,105,0.346504201,0.370782372
104,106,0.346253153,0.372039482
105,107,0.34698744,0.376183545
106,108,0.346261836,0.37501174
107,109,0.347493873,0.38094916
108,110,NA,0.37704441
109,111,0.346107529,0.375755218
110,112,NA,0.372691233
111,113,0.347677752,0.375176657
112,114,NA,0.37486721
113,115,0.344481371,0.377124681
114,116,NA,0.379196597
115,117,NA,0.378458333
116,118,NA,0.381367585
117,119,0.349501953,0.380054403
118,120,NA,0.378284071
119,121,0.347842788,0.381170752
120,122,0.348536438,0.380863746
121,123,NA,0.37918983
122,124,0.350456093,0.377829968
123,125,0.348890457,0.376338662
124,126,0.351157288,0.373958107
125,127,0.351198227,0.377163676
126,128,0.351654518,0.37547613
127,129,NA,0.380894899
128,130,NA,0.375830085
129,131,0.353295942,0.378279849
130,132,0.351096818,0.378411322
131,133,NA,0.379547552
132,134,0.352344098,0.379471027
133,135,NA,0.38072537
134,136,0.352999408,0.376120954
135,137,NA,0.379623611
136,138,NA,0.377615138
137,139,0.353183442,0.382549662
138,140,0.352053306,0.379877208
139,141,0.353721345,0.383166527
140,142,NA,0.382075267
141,143,0.353780255,0.379045617
142,144,NA,0.380734287
143,145,0.352795083,0.377112175
144,146,NA,0.381068488
145,147,NA,0.37892784
146,148,NA,0.381643058
147,149,NA,0.381591222
148,150,0.35097602,0.37870694
149,151,NA,0.377814112
150,152,0.354432582,NA
151,153,0.356570258,NA
152,154,0.35239373,NA
153,155,0.350930449,NA
154,157,0.353123371,NA
155,160,0.352909141,NA
156,161,0.355318325,NA
157,163,0.351083355,NA
158,164,0.353489531,NA
159,165,0.354277991,NA
160,166,0.353040488,NA
161,167,0.354876898,NA
162,168,0.353952881,NA
163,170,0.353842038,NA
164,171,0.353436649,NA
165,172,0.355865352,NA
166,174,0.358044198,NA
167,175,0.388578702,NA
168,176,0.388698372,NA
169,177,0.380351694,NA
170,179,0.384983092,NA
171,180,0.388915758,NA
172,181,0.376112996,NA
173,182,0.380812617,NA
174,185,0.384977708,NA
175,186,0.381463785,NA
176,187,0.378422359,NA
177,188,0.378576815,NA
178,189,0.386340983,NA
179,190,0.382625197,NA
180,191,0.380398445,NA
181,192,0.382232522,NA
182,193,0.385332049,NA
183,194,0.386965268,NA
184,195,0.384285782,NA
185,196,0.385104178,NA
186,197,0.383928303,NA
187,198,0.376141136,NA
188,199,0.381028296,NA
189,200,0.384599372,NA
190,201,0.385307542,NA
191,202,0.385205098,NA
192,203,0.378725336,NA
193,204,0.383935943,NA
194,205,0.381122409,NA
195,206,0.376993191,NA
196,207,0.383525021,NA
197,208,0.38327296,NA
198,212,0.380523163,NA
199,213,0.381203766,NA
200,214,0.378058555,NA
201,215,0.380219187,NA
202,216,0.379292294,NA
203,217,0.377014203,NA
204,218,0.374099179,NA
205,219,0.379967246,NA
206,220,0.379088832,NA
207,221,0.376009901,NA
208,222,0.374671787,NA
209,223,0.378630267,NA
210,224,0.378687675,NA
211,225,0.375336898,NA
212,226,0.376268331,NA
213,227,0.378471126,NA
214,228,0.376643712,NA
215,229,0.374823405,NA
216,230,0.376953748,NA
217,231,0.378652663,NA
218,232,0.377313472,NA
219,233,0.378617545,NA
220,234,0.37619378,NA
221,235,0.376291286,NA
222,236,0.375670289,NA
223,237,0.372517809,NA
224,238,0.376389928,NA
225,239,0.374364701,NA
226,240,0.375926209,NA
227,241,0.365195258,NA
228,242,0.372450152,NA
229,243,0.373746493,NA
230,244,0.371845332,NA
231,245,0.372270588,NA
232,246,0.372200999,NA
233,247,0.371674651,NA
234,248,0.371661264,NA
235,249,0.371515863,NA
236,250,0.374224821,NA
237,251,0.373154137,NA
238,252,0.374927762,NA
239,253,0.374166179,NA
240,254,0.370111905,NA
241,255,0.375167015,NA
242,256,0.371214206,NA
243,257,0.372964974,NA
244,258,0.372401507,NA
245,259,0.372695221,NA
246,260,0.370449605,NA
247,261,0.343489717,NA
248,262,0.346843648,NA
249,263,0.346251124,NA
250,264,0.351332158,NA
251,265,0.348215822,NA
252,266,0.350747905,NA
253,267,0.348628757,NA
254,268,0.349639111,NA
255,269,0.350682848,NA
256,270,0.348012777,NA
257,271,0.348717033,NA
258,272,0.345946942,NA
259,273,0.34976904,NA
260,274,0.347950415,NA
261,275,0.351109443,NA
262,276,0.346329258,NA
263,277,0.345478546,NA
264,278,0.344682647,NA
265,279,0.348700065,NA
266,280,0.34928734,NA
267,281,0.348319004,NA
268,282,0.346387029,NA
269,283,0.348130098,NA
270,284,0.349848594,NA
271,285,0.347059342,NA
272,286,0.346693152,NA
273,287,0.349760404,NA
274,288,0.347875217,NA
275,289,0.34874149,NA
276,290,0.348838824,NA
277,291,0.348159907,NA
278,292,0.347579069,NA
279,293,0.348865036,NA
280,294,0.348168361,NA
281,295,0.350125228,NA
282,296,0.345526922,NA
283,297,0.34607545,NA
284,298,0.350540748,NA
285,299,0.34908043,NA
286,300,0.345405699,NA
287,301,0.344283226,NA
288,302,0.344666186,NA
289,303,0.34784563,NA
290,304,0.34397337,NA
291,305,0.350486435,NA
292,306,0.351913673,NA
293,307,0.351144542,NA
294,308,0.345557162,NA
295,309,0.34856472,NA
296,310,0.344855596,NA
297,311,0.348192248,NA
298,312,0.349516634,NA
299,313,0.349338588,NA
300,314,0.349536389,NA
301,315,0.348524239,NA
302,316,0.342452679,NA
303,317,0.350037136,NA
304,318,0.349646346,NA
305,319,0.349812104,NA
306,320,0.346192926,NA
307,321,0.344284599,NA
308,322,0.347184736,NA
309,323,0.349255778,NA
310,324,0.345274079,NA
311,325,0.348009988,NA
312,326,0.350844816,NA
313,327,0.345983443,NA
314,328,0.349578543,NA
315,329,0.346942976,NA
316,330,0.343361052,NA
317,331,0.342641344,NA
318,332,0.346338949,NA
319,333,0.346959623,NA
320,334,0.343562774,NA
321,335,0.348594135,NA
322,336,0.344072778,NA
323,337,0.342135656,NA
324,338,0.34759098,NA
325,339,0.349028785,NA
326,340,0.347802218,NA
327,341,0.342255947,NA
328,342,0.345213302,NA
329,343,0.349187724,NA
330,344,0.34670564,NA
331,345,0.346861114,NA
332,346,0.345005674,NA
333,347,0.343448755,NA
334,348,0.344259546,NA
335,349,0.343648627,NA
336,350,0.34229077,NA
337,351,0.345074833,NA
338,352,0.346859286,NA
339,353,0.349832732,NA
340,354,0.347635661,NA
341,355,0.342540988,NA
342,356,0.342674474,NA
343,357,0.343234547,NA
344,358,0.347486422,NA
345,359,0.348117098,NA
346,360,0.342965636,NA
347,361,0.343520461,NA
348,362,0.344660867,NA
349,363,0.345449082,NA
350,364,0.345305447,NA
351,365,0.347612342,NA
